genome, generations, best_error, diversity, avg_size, time_taken, found_solution
[1 x x x * 1 + 1 * 1 1 + + + + +], 11, 0, 1.0, 13.03, 6322.853816, true
[x x * 1 x 1 1 1 + + + + +], 19, 0, 0.995, 12.595, 12327.325625, true
[x x 1 x + x * 1 1 + 1 1 + + +], 19, 0, 1.0, 14.815, 13874.87962, true
[* x x * 1 x 0 1 1 + 1 + + + + +], 13, 0, 0.995, 13.115, 8751.974039, true
[1 x 1 x x * + + 1 1 + + + +], 10, 0, 0.99, 10.64, 5529.815536, true
[1 1 1 + 1 + + 1 x + x * + +], 16, 0, 0.995, 12.14, 10545.772199, true
[x x x * + + 1 1 1 1 + + + + - +], 21, 0, 1.0, 13.955, 13514.78634, true
[1 1 x x * 1 x + + + + + + 1 +], 11, 0, 1.0, 11.5, 5769.914929, true
[- 1 x + x x * 1 + + + * 1 1 + +], 21, 0, 1.0, 15.59, 13615.31163, true
[x x * 1 x + 1 + 1 + + 1 + + +], 16, 0, 1.0, 12.63, 10353.698841, true
[* x x * + x 1 1 -1 - + + + / 1 + +], 16, 0, 0.995, 13.895, 10299.56639, true
[1 x 1 * x -1 - * + + -1 - 1 1 + +], 13, 0, 1.0, 12.415, 8267.29957, true
[1 0 1 x 1 1 x x * 1 + + + + + +], 34, 0, 1.0, 16.075, 26348.934342, true
[1 1 x 1 -1 x 0 + + + * x + 1 1 + + 0 + + +], 27, 0, 1.0, 17.255, 20647.461387, true
[x x * 1 x * + + + 0 1 + 1 + + 1 + + + -1 -], 64, 0, 1.0, 15.285, 50015.019126, true
[1 1 + + 1 1 x x * x + + + + + +], 17, 0, 1.0, 13.065, 10963.454932, true
[x 1 1 x x * 1 + + + + + 1 + +], 11, 0, 1.0, 13.09, 6315.211834, true
[x x * 1 1 + 1 1 + + x + + +], 15, 0, 0.995, 12.705, 9692.601487, true
[x x * 1 x + + 1 + 1 + + 1 +], 20, 0, 1.0, 13.765, 13402.602536, true
[0 + x 1 x 1 + x * 1 + 1 1 + + +], 24, 0, 0.99, 13.885, 17923.442954, true
[x x * x 1 1 + 1 1 + + + +], 9, 0, 0.97, 11.225, 4874.679516, true
[1 1 x 1 x x * + 0 + + + + 1 + +], 10, 0, 1.0, 12.355, 6391.269828, true
[1 x x * 1 1 1 + + 1 + + x +], 12, 0, 0.98, 11.785, 7171.288133, true
[1 x x x * + 1 1 + 1 + + +], 13, 0, 0.99, 12.495, 9553.400469, true
[x x x * + 1 + + 1 1 1 + + + +], 15, 0, 0.995, 12.735, 9156.626008, true
[x x x * 1 + 1 + 1 + 0 + + 1 +], 13, 0, 1.0, 12.56, 9679.574871, true
[1 1 + 1 x + x * + 1 1 + + + * +], 15, 0, 0.995, 13.785, 10469.21708, true
[1 -1 x x * x + 1 + -1 - - -], 25, 0, 0.995, 12.535, 16307.534938, true
[- x x x -1 x + * + 1 + + + 1 1 + + 1 +], 23, 0, 1.0, 16.04, 19404.048145, true
[x x x * 1 1 1 x + + + 1 + +], 28, 0, 1.0, 13.39, 22036.15932, true
[1 x x 0 + 0 + x * + + 1 + 1 1 + +], 11, 0, 1.0, 14.13, 7965.087647, true
[+ + x x * 0 / + x + + + 1 + 1 1 + 1 + +], 14, 0, 0.995, 12.73, 9676.219532, true
[1 1 1 x 1 x + * 1 + + + + + + +], 22, 0, 1.0, 13.45, 15797.052228, true
[1 x 0 + x -1 * * x -1 - - 1 -1 - - - - -], 45, 0, 1.0, 12.935, 31188.778601, true
[x 0 1 1 x x * + 1 + x 1 + + + +], 22, 0, 1.0, 13.765, 18949.488124, true
[x * x x 1 x x * 1 + x 1 1 + + + +], 33, 0, 1.0, 14.535, 22721.202899, true
[* x 1 1 + 1 1 + * x x * + + +], 27, 0, 1.0, 15.135, 19482.517598, true
[1 1 1 x + x x * + + + -1 - - *], 23, 0, 1.0, 15.905, 16140.562115, true
[x 1 -1 x -1 - x * -1 - - - -1 -], 35, 0, 0.99, 12.96, 23754.29071, true
[1 1 x x * 1 + + 1 / 1 + x + + + +], 13, 0, 0.99, 12.735, 9003.520647, true
[x x * 1 1 1 + x + + + + + 1 + +], 12, 0, 1.0, 12.43, 8614.307871, true
[x 1 1 1 1 x x * x + 0 + + + 1 + +], 20, 0, 1.0, 15.4, 15271.817421, true
[x x * x 1 1 1 1 + + + + + +], 21, 0, 0.965, 13.02, 17403.464787, true
[x x * 1 1 1 + + + x 1 + +], 11, 0, 0.99, 11.885, 6891.879605, true
[x x * x 1 1 + + -1 - + + -1 -], 14, 0, 1.0, 12.415, 9609.043692, true
[/ 1 1 x x 1 + * 1 1 + + + +], 8, 0, 0.995, 12.64, 4531.283163, true
[x x -1 1 - - * * -1 - -1 - x - -1 - -1 -], 39, 0, 1.0, 14.495, 28007.69071, true
[+ x x 1 1 1 x x * + + 1 + + +], 26, 0, 1.0, 14.34, 19736.966144, true
[/ 1 x x * 1 1 x + + + 1 + +], 9, 0, 0.98, 11.85, 5140.464524, true
[1 / 1 1 1 + 1 x * x 1 + * + + + *], 37, 0, 1.0, 16.62, 28135.386651, true
[1 1 1 + x x * + x + + 0 + + + 1 +], 23, 0, 1.0, 15.27, 17389.956941, true
